Device: USB-1408FS-Plus,,,,
Serial Number: 18FB9D0,,,,
Channel Count: 3,,,,
Sample Count: 31250,,,,
Start Time: 6/25/2018 1:33:59 PM,,,,
Sampling Interval: 0.0005,,,,
Time,Height (mm),SLS Voltag (V),Applied Vo (V),LS Resistance (ohms)
9.275,182.864,2.702,11.804,94.93513514
9.2755,182.864,2.702,11.801,94.96643587
9.276,183.163,2.702,11.799,94.9873145
9.2765,182.864,2.702,11.804,94.93513514
9.277,182.864,2.702,11.801,94.96643587
9.2775,182.565,2.702,11.801,94.96643587
9.278,182.565,2.702,11.801,94.96643587
9.2785,182.864,2.702,11.801,94.96643587
9.279,182.565,2.704,11.804,95.02628571
9.2795,182.565,2.704,11.806,95.00540541
9.28,182.864,2.704,11.804,95.02628571
9.2805,182.864,2.702,11.801,94.96643587
9.281,182.565,2.702,11.804,94.93513514
9.2815,182.565,2.704,11.801,95.05762339
9.282,182.565,2.704,11.801,95.05762339
9.2825,183.163,2.702,11.801,94.96643587
9.283,182.565,2.702,11.801,94.96643587
9.2835,182.565,2.702,11.804,94.93513514
9.284,182.565,2.702,11.801,94.96643587
9.2845,182.565,2.702,11.804,94.93513514
9.285,182.565,2.702,11.804,94.93513514
9.2855,182.266,2.702,11.804,94.93513514
9.286,182.565,2.702,11.801,94.96643587
9.2865,182.864,2.702,11.801,94.96643587
9.287,182.565,2.702,11.801,94.96643587
9.2875,182.266,2.704,11.804,95.02628571
9.288,182.565,2.702,11.801,94.96643587
9.2885,182.565,2.702,11.801,94.96643587
9.289,182.565,2.702,11.804,94.93513514
9.2895,182.565,2.702,11.801,94.96643587
9.29,182.266,2.704,11.801,95.05762339
9.2905,182.565,2.702,11.804,94.93513514
9.291,182.565,2.702,11.801,94.96643587
9.2915,182.565,2.704,11.801,95.05762339
9.292,182.266,2.704,11.801,95.05762339
9.2925,182.266,2.704,11.804,95.02628571
9.293,182.565,2.702,11.804,94.93513514
9.2935,182.565,2.702,11.801,94.96643587
9.294,182.266,2.702,11.804,94.93513514
9.2945,182.266,2.702,11.804,94.93513514
9.295,182.565,2.702,11.804,94.93513514
9.2955,182.565,2.704,11.801,95.05762339
9.296,181.966,2.702,11.801,94.96643587
9.2965,182.266,2.702,11.801,94.96643587
9.297,182.565,2.702,11.804,94.93513514
9.2975,182.565,2.702,11.801,94.96643587
9.298,181.966,2.702,11.801,94.96643587
9.2985,182.266,2.702,11.804,94.93513514
9.299,182.565,2.704,11.804,95.02628571
9.2995,182.565,2.704,11.804,95.02628571
9.3,182.266,2.702,11.801,94.96643587
9.3005,182.266,2.704,11.801,95.05762339
9.301,182.266,2.709,11.801,95.28576771
9.3015,182.565,2.702,11.804,94.93513514
9.302,182.266,2.704,11.804,95.02628571
9.3025,182.266,2.709,11.801,95.28576771
9.303,182.266,2.709,11.801,95.28576771
9.3035,182.266,2.709,11.804,95.25433755
9.304,181.966,2.709,11.801,95.28576771
9.3045,181.966,2.709,11.804,95.25433755
9.305,181.966,2.709,11.801,95.28576771
9.3055,182.565,2.711,11.804,95.34562851
9.306,181.667,2.714,11.804,95.48264026
9.3065,181.667,2.714,11.801,95.51416309
9.307,181.966,2.714,11.801,95.51416309
9.3075,182.266,2.714,11.801,95.51416309
9.308,181.966,2.724,11.801,95.97170871
9.3085,181.667,2.724,11.801,95.97170871
9.309,181.966,2.724,11.801,95.97170871
9.3095,182.266,2.726,11.801,96.06333884
9.31,181.966,2.736,11.801,96.52209597
9.3105,181.368,2.733,11.801,96.38436259
9.311,181.966,2.733,11.804,96.35248594
9.3115,182.266,2.736,11.801,96.52209597
9.312,181.966,2.736,11.804,96.49016321
9.3125,181.667,2.733,11.801,96.38436259
9.313,181.667,2.733,11.804,96.35248594
9.3135,181.667,2.733,11.801,96.38436259
9.314,181.966,2.733,11.801,96.38436259
9.3145,181.966,2.733,11.804,96.35248594
9.315,181.667,2.733,11.804,96.35248594
9.3155,181.667,2.733,11.804,96.35248594
9.316,181.667,2.731,11.804,96.26075168
9.3165,181.667,2.733,11.801,96.38436259
9.317,181.368,2.736,11.801,96.52209597
9.3175,181.667,2.733,11.801,96.38436259
9.318,181.667,2.736,11.801,96.52209597
9.3185,181.667,2.733,11.801,96.38436259
9.319,181.368,2.733,11.801,96.38436259
9.3195,181.667,2.736,11.804,96.49016321
9.32,181.667,2.733,11.804,96.35248594
9.3205,181.667,2.733,11.801,96.38436259
9.321,181.368,2.733,11.801,96.38436259
9.3215,181.667,2.733,11.799,96.40562541
9.322,181.667,2.736,11.804,96.49016321
9.3225,181.667,2.733,11.801,96.38436259
9.323,181.368,2.733,11.801,96.38436259
9.3235,181.667,2.733,11.804,96.35248594
9.324,181.667,2.736,11.804,96.49016321
9.3245,181.667,2.733,11.801,96.38436259
9.325,181.368,2.733,11.804,96.35248594
9.3255,181.368,2.733,11.801,96.38436259
9.326,181.667,2.733,11.804,96.35248594
9.3265,181.368,2.736,11.801,96.52209597
9.327,181.667,2.736,11.804,96.49016321
9.3275,181.368,2.733,11.801,96.38436259
9.328,181.368,2.736,11.801,96.52209597
9.3285,181.667,2.736,11.801,96.52209597
9.329,181.368,2.733,11.801,96.38436259
9.3295,181.068,2.736,11.801,96.52209597
9.33,181.368,2.733,11.806,96.33124656
9.3305,181.667,2.733,11.801,96.38436259
9.331,181.368,2.733,11.801,96.38436259
9.3315,181.368,2.733,11.801,96.38436259
9.332,181.368,2.733,11.804,96.35248594
9.3325,181.667,2.736,11.804,96.49016321
9.333,181.368,2.733,11.801,96.38436259
9.3335,180.769,2.736,11.801,96.52209597
9.334,181.068,2.733,11.804,96.35248594
9.3345,181.368,2.733,11.801,96.38436259
9.335,181.368,2.736,11.804,96.49016321
9.3355,180.769,2.733,11.801,96.38436259
9.336,181.068,2.736,11.801,96.52209597
9.3365,181.368,2.736,11.801,96.52209597
9.337,180.769,2.733,11.801,96.38436259
9.3375,180.769,2.733,11.804,96.35248594
9.338,180.769,2.733,11.801,96.38436259
9.3385,181.368,2.733,11.804,96.35248594
9.339,181.068,2.736,11.801,96.52209597
9.3395,181.068,2.733,11.801,96.38436259
9.34,181.068,2.733,11.801,96.38436259
9.3405,180.769,2.736,11.801,96.52209597
9.341,181.368,2.736,11.804,96.49016321
9.3415,180.769,2.733,11.801,96.38436259
9.342,180.769,2.736,11.801,96.52209597
9.3425,181.068,2.733,11.801,96.38436259
9.343,181.368,2.733,11.804,96.35248594
9.3435,181.068,2.733,11.804,96.35248594
9.344,180.769,2.733,11.801,96.38436259
9.3445,180.769,2.733,11.804,96.35248594
9.345,181.368,2.733,11.804,96.35248594
9.3455,180.769,2.733,11.801,96.38436259
9.346,180.47,2.733,11.801,96.38436259
9.3465,180.769,2.733,11.801,96.38436259
9.347,181.068,2.733,11.801,96.38436259
9.3475,180.769,2.733,11.804,96.35248594
9.348,180.47,2.733,11.804,96.35248594
9.3485,180.769,2.733,11.804,96.35248594
9.349,181.068,2.733,11.801,96.38436259
9.3495,180.769,2.733,11.804,96.35248594
9.35,180.47,2.733,11.801,96.38436259
9.3505,180.47,2.733,11.801,96.38436259
9.351,180.47,2.733,11.804,96.35248594
9.3515,180.769,2.733,11.804,96.35248594
9.352,180.769,2.733,11.801,96.38436259
9.3525,180.47,2.733,11.801,96.38436259
9.353,180.769,2.733,11.801,96.38436259
9.3535,180.769,2.733,11.801,96.38436259
9.354,180.47,2.733,11.804,96.35248594
9.3545,180.47,2.733,11.801,96.38436259
9.355,180.47,2.736,11.801,96.52209597
9.3555,180.769,2.733,11.801,96.38436259
9.356,180.769,2.731,11.801,96.29259096
9.3565,180.47,2.733,11.801,96.38436259
9.357,180.47,2.736,11.801,96.52209597
9.3575,180.47,2.736,11.806,96.46888644
9.358,180.769,2.733,11.801,96.38436259
9.3585,180.47,2.733,11.804,96.35248594
9.359,180.171,2.733,11.801,96.38436259
9.3595,180.47,2.733,11.801,96.38436259
9.36,180.47,2.733,11.804,96.35248594
9.3605,180.171,2.733,11.804,96.35248594
9.361,180.47,2.733,11.801,96.38436259
9.3615,180.47,2.733,11.801,96.38436259
9.362,180.47,2.733,11.804,96.35248594
9.3625,180.171,2.733,11.804,96.35248594
9.363,180.47,2.733,11.801,96.38436259
9.3635,180.171,2.733,11.801,96.38436259
9.364,180.171,2.736,11.801,96.52209597
9.3645,180.47,2.736,11.804,96.49016321
9.365,180.171,2.733,11.804,96.35248594
9.3655,180.171,2.733,11.801,96.38436259
9.366,180.47,2.736,11.801,96.52209597
9.3665,180.47,2.733,11.801,96.38436259
9.367,179.871,2.733,11.801,96.38436259
9.3675,180.171,2.733,11.804,96.35248594
9.368,180.171,2.736,11.801,96.52209597
9.3685,180.171,2.733,11.801,96.38436259
9.369,179.273,2.733,11.801,96.38436259
9.3695,180.171,2.733,11.804,96.35248594
9.37,180.171,2.733,11.804,96.35248594
9.3705,179.871,2.733,11.801,96.38436259
9.371,179.572,2.733,11.804,96.35248594
9.3715,179.871,2.733,11.801,96.38436259
9.372,180.171,2.733,11.804,96.35248594
9.3725,180.171,2.733,11.804,96.35248594
9.373,180.171,2.733,11.801,96.38436259
9.3735,180.171,2.733,11.801,96.38436259
9.374,180.171,2.733,11.804,96.35248594
9.3745,179.871,2.731,11.804,96.26075168
9.375,180.171,2.731,11.801,96.29259096
9.3755,179.871,2.733,11.804,96.35248594
9.376,179.871,2.733,11.804,96.35248594
9.3765,179.871,2.733,11.801,96.38436259
9.377,179.871,2.733,11.801,96.38436259
9.3775,179.572,2.733,11.804,96.35248594
9.378,179.871,2.733,11.801,96.38436259
9.3785,180.171,2.731,11.804,96.26075168
9.379,179.871,2.733,11.801,96.38436259
9.3795,179.273,2.733,11.801,96.38436259
9.38,179.871,2.733,11.801,96.38436259
9.3805,179.871,2.733,11.801,96.38436259
9.381,179.871,2.731,11.801,96.29259096
9.3815,179.572,2.733,11.801,96.38436259
9.382,179.273,2.733,11.801,96.38436259
9.3825,180.171,2.733,11.801,96.38436259
9.383,179.572,2.731,11.804,96.26075168
9.3835,179.273,2.733,11.801,96.38436259
9.384,179.273,2.733,11.801,96.38436259
9.3845,180.171,2.733,11.804,96.35248594
9.385,179.572,2.733,11.804,96.35248594
9.3855,179.273,2.733,11.804,96.35248594
9.386,179.871,2.733,11.801,96.38436259
9.3865,179.572,2.733,11.801,96.38436259
9.387,179.273,2.731,11.804,96.26075168
9.3875,179.273,2.731,11.804,96.26075168
9.388,179.273,2.733,11.804,96.35248594
9.3885,179.273,2.733,11.801,96.38436259
9.389,179.572,2.733,11.801,96.38436259
9.3895,179.871,2.731,11.804,96.26075168
9.39,179.273,2.733,11.801,96.38436259
9.3905,179.273,2.733,11.804,96.35248594
9.391,179.273,2.733,11.801,96.38436259
9.3915,179.572,2.733,11.801,96.38436259
9.392,178.674,2.731,11.801,96.29259096
9.3925,179.273,2.731,11.801,96.29259096
9.393,179.871,2.733,11.804,96.35248594
9.3935,179.273,2.733,11.804,96.35248594
9.394,178.674,2.733,11.801,96.38436259
9.3945,179.273,2.733,11.804,96.35248594
9.395,179.273,2.733,11.804,96.35248594
9.3955,179.572,2.733,11.801,96.38436259
9.396,178.674,2.733,11.804,96.35248594
9.3965,178.674,2.731,11.801,96.29259096
9.397,179.273,2.736,11.801,96.52209597
9.3975,178.674,2.733,11.801,96.38436259
9.398,178.674,2.733,11.801,96.38436259
9.3985,179.273,2.733,11.804,96.35248594
9.399,178.674,2.731,11.801,96.29259096
9.3995,179.273,2.733,11.801,96.38436259
9.4,178.674,2.731,11.801,96.29259096
9.4005,178.674,2.733,11.804,96.35248594
9.401,178.674,2.733,11.801,96.38436259
9.4015,179.273,2.733,11.801,96.38436259
9.402,178.674,2.733,11.804,96.35248594
9.4025,178.674,2.733,11.801,96.38436259
9.403,178.674,2.733,11.804,96.35248594
9.4035,178.674,2.733,11.804,96.35248594
9.404,178.674,2.733,11.801,96.38436259
9.4045,178.375,2.736,11.801,96.52209597
9.405,178.674,2.731,11.804,96.26075168
9.4055,178.674,2.733,11.804,96.35248594
9.406,178.674,2.733,11.804,96.35248594
9.4065,178.375,2.733,11.801,96.38436259
9.407,178.674,2.733,11.801,96.38436259
9.4075,178.674,2.733,11.804,96.35248594
9.408,178.674,2.733,11.804,96.35248594
9.4085,178.076,2.733,11.804,96.35248594
9.409,178.674,2.733,11.804,96.35248594
9.4095,178.674,2.736,11.804,96.49016321
9.41,178.375,2.733,11.804,96.35248594
9.4105,178.375,2.733,11.804,96.35248594
9.411,178.375,2.733,11.801,96.38436259
9.4115,178.674,2.736,11.801,96.52209597
9.412,178.674,2.736,11.804,96.49016321
9.4125,178.375,2.733,11.804,96.35248594
9.413,178.076,2.736,11.801,96.52209597
9.4135,178.674,2.736,11.801,96.52209597
9.414,178.375,2.736,11.801,96.52209597
9.4145,178.375,2.736,11.801,96.52209597
9.415,178.076,2.738,11.801,96.61396888
9.4155,178.375,2.763,11.801,97.76581102
9.416,178.674,2.763,11.801,97.76581102
9.4165,178.375,2.763,11.801,97.76581102
9.417,178.076,2.763,11.801,97.76581102
9.4175,178.076,2.763,11.801,97.76581102
9.418,178.674,2.763,11.804,97.7333702
9.4185,178.076,2.765,11.804,97.82575506
9.419,177.776,2.763,11.804,97.7333702
9.4195,178.076,2.763,11.804,97.7333702
9.42,178.076,2.763,11.801,97.76581102
9.4205,177.776,2.763,11.801,97.76581102
9.421,177.776,2.763,11.801,97.76581102
9.4215,177.776,2.765,11.804,97.82575506
9.422,178.674,2.763,11.804,97.7333702
9.4225,178.076,2.763,11.801,97.76581102
9.423,177.776,2.763,11.804,97.7333702
9.4235,178.076,2.763,11.801,97.76581102
9.424,178.076,2.763,11.804,97.7333702
9.4245,178.076,2.763,11.801,97.76581102
9.425,177.776,2.763,11.801,97.76581102
9.4255,177.776,2.763,11.801,97.76581102
9.426,178.076,2.763,11.801,97.76581102
9.4265,178.076,2.763,11.804,97.7333702
9.427,178.076,2.765,11.804,97.82575506
9.4275,177.477,2.763,11.804,97.7333702
9.428,177.477,2.765,11.801,97.85823373
9.4285,178.076,2.763,11.801,97.76581102
9.429,177.776,2.763,11.801,97.76581102
9.4295,177.477,2.763,11.801,97.76581102
9.43,178.076,2.763,11.801,97.76581102
9.4305,178.076,2.763,11.801,97.76581102
9.431,177.776,2.763,11.801,97.76581102
9.4315,177.477,2.763,11.804,97.7333702
9.432,177.776,2.763,11.801,97.76581102
9.4325,178.076,2.763,11.804,97.7333702
9.433,177.776,2.763,11.804,97.7333702
9.4335,177.477,2.763,11.801,97.76581102
9.434,177.776,2.763,11.804,97.7333702
9.4345,177.776,2.763,11.804,97.7333702
9.435,177.477,2.763,11.801,97.76581102
9.4355,177.477,2.763,11.801,97.76581102
9.436,177.776,2.763,11.801,97.76581102
9.4365,177.776,2.765,11.801,97.85823373
9.437,177.776,2.763,11.804,97.7333702
9.4375,177.477,2.763,11.804,97.7333702
9.438,177.477,2.763,11.801,97.76581102
9.4385,177.477,2.763,11.804,97.7333702
9.439,177.477,2.763,11.801,97.76581102
9.4395,177.477,2.763,11.801,97.76581102
9.44,177.477,2.765,11.801,97.85823373
9.4405,177.477,2.763,11.801,97.76581102
9.441,177.477,2.765,11.801,97.85823373
9.4415,177.477,2.763,11.801,97.76581102
9.442,177.477,2.763,11.801,97.76581102
9.4425,177.477,2.763,11.801,97.76581102
9.443,177.776,2.763,11.801,97.76581102
9.4435,177.477,2.765,11.801,97.85823373
9.444,177.477,2.763,11.804,97.7333702
9.4445,177.477,2.763,11.801,97.76581102
9.445,177.477,2.765,11.801,97.85823373
9.4455,177.477,2.765,11.801,97.85823373
9.446,177.178,2.763,11.804,97.7333702
9.4465,177.178,2.763,11.804,97.7333702
9.447,177.477,2.763,11.801,97.76581102
9.4475,177.477,2.763,11.801,97.76581102
9.448,177.477,2.763,11.804,97.7333702
9.4485,177.178,2.763,11.801,97.76581102
9.449,177.477,2.768,11.801,97.99694454
9.4495,177.178,2.763,11.801,97.76581102
9.45,177.477,2.763,11.801,97.76581102
9.4505,177.178,2.763,11.801,97.76581102
9.451,177.178,2.763,11.801,97.76581102
9.4515,177.477,2.763,11.801,97.76581102
9.452,177.178,2.763,11.801,97.76581102
9.4525,177.178,2.763,11.799,97.7874502
9.453,177.178,2.763,11.801,97.76581102
9.4535,177.477,2.763,11.804,97.7333702
9.454,177.477,2.763,11.801,97.76581102
9.4545,176.878,2.763,11.804,97.7333702
9.455,177.178,2.763,11.804,97.7333702
9.4555,177.477,2.763,11.804,97.7333702
9.456,177.178,2.763,11.801,97.76581102
9.4565,176.579,2.763,11.801,97.76581102
9.457,177.178,2.765,11.801,97.85823373
9.4575,177.178,2.765,11.801,97.85823373
9.458,176.878,2.763,11.801,97.76581102
9.4585,176.579,2.763,11.804,97.7333702
9.459,177.178,2.763,11.804,97.7333702
9.4595,176.878,2.765,11.801,97.85823373
9.46,176.878,2.765,11.801,97.85823373
9.4605,176.579,2.763,11.804,97.7333702
9.461,176.878,2.763,11.801,97.76581102
9.4615,177.178,2.763,11.804,97.7333702
9.462,176.878,2.763,11.804,97.7333702
9.4625,176.878,2.763,11.801,97.76581102
9.463,176.579,2.763,11.804,97.7333702
9.4635,176.579,2.763,11.801,97.76581102
9.464,176.878,2.763,11.804,97.7333702
9.4645,176.579,2.763,11.801,97.76581102
9.465,176.579,2.765,11.801,97.85823373
9.4655,176.579,2.763,11.801,97.76581102
9.466,177.477,2.763,11.801,97.76581102
9.4665,176.579,2.765,11.804,97.82575506
9.467,176.28,2.763,11.801,97.76581102
9.4675,176.579,2.763,11.801,97.76581102
9.468,176.878,2.763,11.801,97.76581102
9.4685,176.579,2.765,11.804,97.82575506
9.469,176.28,2.765,11.801,97.85823373
9.4695,176.579,2.763,11.804,97.7333702
9.47,177.178,2.763,11.801,97.76581102
9.4705,176.579,2.763,11.801,97.76581102
9.471,176.28,2.763,11.804,97.7333702
9.4715,176.579,2.763,11.801,97.76581102
9.472,176.878,2.763,11.804,97.7333702
9.4725,176.579,2.763,11.801,97.76581102
9.473,176.579,2.765,11.801,97.85823373
9.4735,176.28,2.763,11.801,97.76581102
9.474,176.579,2.763,11.804,97.7333702
9.4745,176.579,2.765,11.804,97.82575506
9.475,176.28,2.765,11.804,97.82575506
9.4755,176.28,2.768,11.801,97.99694454
9.476,176.579,2.78,11.801,98.55271034
9.4765,176.28,2.789,11.804,98.93757072
9.477,176.28,2.792,11.804,99.07696405
9.4775,175.681,2.792,11.804,99.07696405
9.478,176.28,2.792,11.804,99.07696405
9.4785,176.579,2.789,11.801,98.97050599
9.479,175.98,2.792,11.801,99.10995671
9.4795,175.98,2.792,11.801,99.10995671
9.48,176.28,2.792,11.801,99.10995671
9.4805,176.579,2.792,11.801,99.10995671
9.481,176.28,2.792,11.801,99.10995671
9.4815,175.681,2.792,11.801,99.10995671
9.482,175.98,2.792,11.801,99.10995671
9.4825,176.28,2.792,11.804,99.07696405
9.483,175.98,2.792,11.804,99.07696405
9.4835,175.681,2.792,11.801,99.10995671
9.484,176.28,2.792,11.804,99.07696405
9.4845,176.28,2.792,11.801,99.10995671
9.485,175.681,2.792,11.804,99.07696405
9.4855,175.681,2.792,11.801,99.10995671
9.486,176.28,2.792,11.804,99.07696405
9.4865,175.98,2.792,11.801,99.10995671
9.487,176.28,2.792,11.804,99.07696405
9.4875,175.681,2.789,11.804,98.93757072
9.488,175.681,2.792,11.804,99.07696405
9.4885,175.98,2.792,11.799,99.13196403
9.489,175.98,2.792,11.801,99.10995671
9.4895,175.98,2.792,11.801,99.10995671
9.49,175.681,2.789,11.801,98.97050599
9.4905,175.98,2.792,11.801,99.10995671
9.491,176.28,2.792,11.804,99.07696405
9.4915,175.681,2.789,11.801,98.97050599
9.492,175.681,2.792,11.801,99.10995671
9.4925,175.98,2.792,11.804,99.07696405
9.493,175.98,2.792,11.804,99.07696405
9.4935,176.28,2.792,11.801,99.10995671
9.494,175.681,2.792,11.801,99.10995671
9.4945,175.681,2.792,11.801,99.10995671
9.495,175.98,2.792,11.801,99.10995671
9.4955,175.681,2.792,11.804,99.07696405
9.496,175.681,2.789,11.804,98.93757072
9.4965,175.681,2.792,11.801,99.10995671
9.497,175.681,2.789,11.801,98.97050599
9.4975,175.681,2.792,11.804,99.07696405
9.498,175.681,2.792,11.801,99.10995671
9.4985,175.083,2.789,11.801,98.97050599
9.499,175.681,2.792,11.804,99.07696405
9.4995,175.681,2.792,11.804,99.07696405
9.5,175.681,2.792,11.801,99.10995671
9.5005,175.681,2.792,11.801,99.10995671
9.501,175.681,2.792,11.801,99.10995671
9.5015,175.681,2.792,11.804,99.07696405
9.502,175.382,2.792,11.804,99.07696405
9.5025,175.083,2.792,11.804,99.07696405
9.503,175.382,2.792,11.804,99.07696405
9.5035,175.681,2.792,11.804,99.07696405
9.504,175.681,2.789,11.804,98.93757072
9.5045,175.083,2.792,11.804,99.07696405
9.505,175.382,2.792,11.801,99.10995671
9.5055,175.98,2.792,11.804,99.07696405
9.506,175.382,2.792,11.801,99.10995671
9.5065,175.083,2.792,11.804,99.07696405
9.507,175.083,2.789,11.804,98.93757072
9.5075,175.681,2.792,11.801,99.10995671
9.508,175.382,2.792,11.801,99.10995671
9.5085,175.083,2.789,11.804,98.93757072
9.509,175.083,2.792,11.804,99.07696405
9.5095,175.382,2.792,11.801,99.10995671
9.51,175.382,2.792,11.801,99.10995671
9.5105,175.083,2.792,11.804,99.07696405
9.511,175.382,2.789,11.804,98.93757072
9.5115,175.382,2.792,11.804,99.07696405
9.512,175.382,2.792,11.804,99.07696405
9.5125,175.083,2.792,11.804,99.07696405
9.513,175.083,2.792,11.801,99.10995671
9.5135,175.083,2.792,11.801,99.10995671
9.514,175.382,2.789,11.804,98.93757072
9.5145,175.083,2.792,11.801,99.10995671
9.515,175.083,2.789,11.801,98.97050599
9.5155,175.083,2.792,11.801,99.10995671
9.516,175.382,2.789,11.801,98.97050599
9.5165,175.083,2.792,11.801,99.10995671
9.517,175.083,2.789,11.804,98.93757072
9.5175,175.083,2.789,11.801,98.97050599
9.518,175.382,2.789,11.804,98.93757072
9.5185,175.083,2.792,11.801,99.10995671
9.519,174.783,2.792,11.801,99.10995671
9.5195,175.083,2.792,11.801,99.10995671
9.52,175.382,2.792,11.801,99.10995671
9.5205,175.083,2.792,11.804,99.07696405
9.521,174.783,2.792,11.801,99.10995671
9.5215,174.783,2.792,11.804,99.07696405
9.522,175.083,2.792,11.801,99.10995671
9.5225,175.083,2.792,11.804,99.07696405
9.523,175.083,2.792,11.804,99.07696405
9.5235,175.083,2.792,11.804,99.07696405
9.524,175.083,2.792,11.804,99.07696405
9.5245,175.083,2.789,11.804,98.93757072
9.525,175.083,2.789,11.804,98.93757072
9.5255,174.484,2.792,11.801,99.10995671
9.526,174.783,2.792,11.804,99.07696405
9.5265,175.083,2.792,11.801,99.10995671
9.527,175.083,2.792,11.801,99.10995671
9.5275,174.783,2.792,11.801,99.10995671
9.528,174.484,2.792,11.804,99.07696405
9.5285,175.083,2.792,11.804,99.07696405
9.529,174.783,2.792,11.801,99.10995671
9.5295,174.185,2.792,11.804,99.07696405
9.53,174.783,2.792,11.804,99.07696405
9.5305,175.083,2.792,11.804,99.07696405
9.531,174.783,2.792,11.804,99.07696405
9.5315,174.484,2.792,11.801,99.10995671
9.532,174.185,2.789,11.801,98.97050599
9.5325,175.083,2.792,11.801,99.10995671
9.533,175.083,2.792,11.801,99.10995671
9.5335,174.484,2.792,11.804,99.07696405
9.534,174.484,2.792,11.804,99.07696405
9.5345,174.783,2.792,11.801,99.10995671
9.535,175.083,2.789,11.801,98.97050599
9.5355,174.484,2.789,11.801,98.97050599
9.536,174.484,2.792,11.801,99.10995671
9.5365,174.484,2.792,11.801,99.10995671
9.537,174.783,2.792,11.801,99.10995671
9.5375,174.484,2.792,11.801,99.10995671
9.538,174.783,2.789,11.801,98.97050599
9.5385,174.484,2.792,11.801,99.10995671
9.539,174.484,2.792,11.804,99.07696405
9.5395,174.783,2.792,11.804,99.07696405
9.54,174.185,2.792,11.801,99.10995671
9.5405,174.185,2.792,11.801,99.10995671
9.541,174.783,2.789,11.801,98.97050599
9.5415,174.484,2.789,11.801,98.97050599
9.542,174.185,2.789,11.804,98.93757072
9.5425,174.484,2.789,11.801,98.97050599
9.543,174.484,2.789,11.801,98.97050599
9.5435,174.185,2.792,11.804,99.07696405
9.544,174.185,2.792,11.804,99.07696405
9.5445,174.185,2.792,11.801,99.10995671
9.545,174.484,2.792,11.801,99.10995671
9.5455,174.185,2.792,11.801,99.10995671
9.546,174.185,2.792,11.804,99.07696405
9.5465,174.185,2.789,11.801,98.97050599
9.547,174.185,2.792,11.801,99.10995671
9.5475,174.185,2.792,11.801,99.10995671
9.548,173.886,2.792,11.804,99.07696405
9.5485,174.185,2.792,11.801,99.10995671
9.549,173.886,2.792,11.801,99.10995671
9.5495,174.185,2.789,11.801,98.97050599
9.55,174.185,2.789,11.801,98.97050599
9.5505,173.886,2.789,11.804,98.93757072
9.551,173.886,2.792,11.801,99.10995671
9.5515,173.886,2.792,11.801,99.10995671
9.552,174.185,2.789,11.804,98.93757072
9.5525,173.886,2.789,11.804,98.93757072
9.553,173.886,2.792,11.804,99.07696405
9.5535,174.185,2.789,11.804,98.93757072
9.554,174.185,2.789,11.801,98.97050599
9.5545,173.886,2.792,11.801,99.10995671
9.555,173.886,2.792,11.801,99.10995671
9.5555,174.185,2.789,11.801,98.97050599
9.556,173.886,2.789,11.801,98.97050599
9.5565,173.586,2.792,11.804,99.07696405
9.557,174.185,2.792,11.804,99.07696405
9.5575,174.185,2.789,11.804,98.93757072
9.558,173.586,2.792,11.801,99.10995671
9.5585,173.586,2.792,11.804,99.07696405
9.559,173.886,2.789,11.804,98.93757072
9.5595,173.886,2.792,11.804,99.07696405
9.56,173.886,2.792,11.801,99.10995671
9.5605,173.287,2.789,11.804,98.93757072
9.561,173.586,2.789,11.801,98.97050599
9.5615,173.886,2.789,11.804,98.93757072
9.562,173.586,2.792,11.804,99.07696405
9.5625,173.886,2.792,11.801,99.10995671
9.563,173.886,2.792,11.801,99.10995671
9.5635,173.886,2.789,11.804,98.93757072
9.564,173.886,2.789,11.801,98.97050599
9.5645,173.586,2.789,11.801,98.97050599
9.565,173.287,2.792,11.804,99.07696405
9.5655,173.886,2.789,11.804,98.93757072
9.566,173.886,2.792,11.804,99.07696405
9.5665,173.586,2.789,11.804,98.93757072
9.567,172.988,2.792,11.804,99.07696405
9.5675,173.586,2.792,11.804,99.07696405
9.568,173.886,2.792,11.804,99.07696405
9.5685,173.586,2.789,11.801,98.97050599
9.569,172.988,2.792,11.804,99.07696405
9.5695,173.287,2.792,11.804,99.07696405
9.57,173.886,2.792,11.804,99.07696405
9.5705,173.287,2.792,11.804,99.07696405
9.571,173.287,2.789,11.804,98.93757072
9.5715,173.287,2.789,11.801,98.97050599
9.572,173.287,2.792,11.801,99.10995671
9.5725,172.988,2.792,11.804,99.07696405
9.573,173.287,2.789,11.804,98.93757072
9.5735,172.988,2.789,11.801,98.97050599
9.574,172.988,2.789,11.801,98.97050599
9.5745,172.988,2.792,11.804,99.07696405
9.575,173.287,2.792,11.804,99.07696405
9.5755,172.988,2.792,11.801,99.10995671
9.576,172.988,2.792,11.804,99.07696405
9.5765,173.287,2.792,11.804,99.07696405
9.577,172.988,2.789,11.801,98.97050599
9.5775,172.988,2.792,11.801,99.10995671
9.578,172.988,2.792,11.801,99.10995671
9.5785,173.287,2.792,11.804,99.07696405
9.579,172.988,2.792,11.801,99.10995671
9.5795,172.988,2.792,11.804,99.07696405
9.58,172.988,2.792,11.804,99.07696405
9.5805,173.287,2.792,11.804,99.07696405
9.581,172.988,2.792,11.804,99.07696405
9.5815,172.688,2.792,11.801,99.10995671
9.582,172.988,2.792,11.801,99.10995671
